,kakou_no,status,statusRate,X,Y
894,3701260009.0,0,0.833333333333,117.1610041,37.24646441
895,3701260010.0,0,0.94696969697,117.1245938,37.33769475
896,3701260011.0,0,0.958333333333,117.1745046,37.32051235
897,3701260012.0,0,0.943181818182,117.1065932,37.27980644
898,3701260013.0,0,0.539772727273,117.14464,37.34751326
899,3701260014.0,0,0.922348484848,117.0642508,37.2715732
900,3701260015.0,0,0.887310606061,117.0980532,37.23930507
901,3701260016.0,0,0.689393939394,117.0637395,37.19686046
902,3701260017.0,0,0.831439393939,117.0614894,37.4031515
903,3701260018.0,0,0.507575757576,117.2322671,37.41286774
904,3701260019.0,0,0.660984848485,117.3132934,37.44022661
905,3701260020.0,0,0.848484848485,117.2247989,37.18760447
906,3701260021.0,0,0.466856060606,117.2029757,37.22965276
907,3701260022.0,0,0.895833333333,117.3412659,37.2486122
908,3701260024.0,0,0.651515151515,117.15,37.47
909,3701260025.0,0,0.65625,117.269,37.282
910,3701260100.0,0,0.952651515152,117.152,37.297
911,3701260101.0,0,0.945075757576,117.152,37.297
912,3701260102.0,0,0.920454545455,117.152,37.297
913,3701260103.0,0,0.922348484848,117.152,37.297
926,3701260116.0,0,0.943181818182,117.161941,37.314675
927,3701260124.0,0,0.874053030303,117.160113,37.324533
928,3701260132.0,0,0.914772727273,117.163395,37.310239
929,3701260140.0,0,0.946022727273,117.147556,37.286647
930,3701260148.0,0,0.934974747475,117.154668,37.302094
931,3701260156.0,0,0.710227272727,117.044559,37.261737
932,3701260203.0,0,0.955965909091,117.168107,37.287476
933,3701267201.0,0,0.947916666667,117.2585756,37.21931008
934,3701267202.0,0,0.724431818182,117.2371487,37.51836561
935,3701267203.0,0,0.511363636364,117.1616434,37.15600113
936,3701810101.0,0,0.0700757575758,117.55386,36.71213
937,3701810201.0,0,0.168560606061,117.50875,36.71836
938,3701810202.0,0,0.181818181818,117.56233,36.71718
939,3701810205.0,0,0.181818181818,117.49215,36.72761
940,3701810301.0,0,0.00378787878788,117.69361,36.68116
942,3701810801.0,0,0.181818181818,117.3661701,36.6747406
944,3701810904.0,0,0.0246212121212,117.6934539,36.53513362
945,3701811002.0,0,0.0852272727273,117.44647,36.48352
946,3701811201.0,0,0.180871212121,117.46574,36.64915
947,3701811202.0,0,0.181818181818,117.46112,36.69297
948,3701811203.0,0,0.181818181818,117.46691,36.66804
950,3701811801.0,0,0.177083333333,117.49935,36.96224
953,3701812001.0,0,0.157196969697,117.51075,36.85782
954,3701812401.0,0,0.168560606061,117.50772,36.67602
955,3701812402.0,0,0.166666666667,117.54048,36.68256
956,3701979101.0,0,0.958333333333,117.1003039,36.69276336
957,3701979102.0,0,0.962752525253,117.109278,36.6797777
958,3701979105.0,0,0.701388888889,117.1906642,36.67320646
968,3701979604.0,0,0.962121212121,117.113548,36.68092831
969,3701979605.0,0,0.842803030303,117.1231108,36.6848148
970,3701979606.0,0,0.950757575758,117.126895,36.68614439
971,3701979607.0,0,0.946022727273,117.1307304,36.6887013
980,3701979622.0,0,0.643939393939,117.0714358,36.67160839
